0	702	16	48	32	32
1	702	48	48	32	32
2	702	80	48	32	32
3	702	112	48	32	32
4	702	144	48	32	32
5	702	176	48	32	32
6	702	208	48	32	32
7	702	240	48	32	32
8	702	272	48	32	32
9	702	304	48	32	32
10	702	336	48	32	32
11	702	368	48	32	32
12	702	400	48	32	32
13	702	432	48	32	32
14	702	464	48	32	32
15	702	496	48	32	32
16	702	528	48	32	32
17	702	560	48	32	32
18	702	592	48	32	32
19	702	624	48	32	32
20	702	656	48	32	32
21	702	688	48	32	32
22	702	720	48	32	32
23	702	752	48	32	32
24	702	784	48	32	32
25	702	816	48	32	32
26	702	848	48	32	32
27	702	880	48	32	32
28	702	912	48	32	32
29	702	944	48	32	32
30	702	976	48	32	32
31	702	1008	48	32	32
32	702	1040	48	32	32
33	702	1072	48	32	32
34	702	1104	48	32	32
35	702	1136	48	32	32
36	702	1168	48	32	32
37	702	1200	48	32	32
38	702	1232	48	32	32
39	702	1264	48	32	32
40	702	1296	48	32	32
41	702	1328	48	32	32
42	702	1360	48	32	32
43	702	1392	48	32	32
44	702	1424	48	32	32
45	702	1456	48	32	32
46	702	1488	48	32	32
47	705	1391	112	32	96
48	601	188	97	31	63
49	602	455	96	31	63
50	602	702	98	31	63
51	603	969	98	31	63
